date,total_messages,kurd_mentions,percent,percent_ma7,volume_ma7,scaled_volume_ma7,trend_delta
2025-03-07,6,0,0.0,0.462320850670365,71.14285714285714,0.16367861715446094,0.298642233515904
2025-03-08,31,1,3.225806451612903,0.9231503437579226,69.14285714285714,0.15907721024650423,0.7640731335114184
2025-03-09,25,0,0.0,0.9231503437579226,60.714285714285715,0.13968556684868658,0.783464776909236
2025-03-10,38,1,2.6315789473684212,1.2990901933819827,62.285714285714285,0.14330095799065257,1.1557892353913302
2025-03-11,19,1,5.2631578947368425,2.050969892630103,62.142857142857146,0.14297228606865567,1.9079976065614472
2025-03-12,13,0,0.0,1.5886490419597379,19.857142857142858,0.04568539715757043,1.5429636448021675
2025-03-13,9,0,0.0,1.5886490419597379,20.142857142857142,0.04634274100156425,1.5423063009581737
2025-03-14,145,2,1.3793103448275863,1.7856933769351073,40.0,0.09202813815913467,1.6936652387759727
2025-03-15,22,0,0.0,1.3248638838475497,38.714285714285715,0.0890700908611625,1.2357937929863871
2025-03-16,97,3,3.0927835051546393,1.7666900988696412,49.0,0.11273446924493997,1.6539556296247013
2025-03-17,41,3,7.317073170731708,2.436046416492968,49.42857142857143,0.11372048501093071,2.322325931482037
2025-03-18,467,23,4.925053533190578,2.38774579341493,113.42857142857143,0.2609655060655462,2.126780287349384
2025-03-19,405,10,2.4691358024691357,2.740479479481949,169.42857142857142,0.3898048994883347,2.350674579993614
2025-03-20,79,8,10.126582278481013,4.187134090693523,179.42857142857142,0.4128119340281184,3.774322156665405
2025-03-21,69,2,2.898550724637681,4.4041684306663935,168.57142857142858,0.3878328679563533,4.01633556271004
2025-03-22,53,2,3.7735849056603774,4.943251988617876,173.0,0.3980216975382575,4.545230291079618
2025-03-23,25,2,8.0,5.644282916452927,162.71428571428572,0.37435731915448,5.269925597298448
2025-03-24,78,1,1.2820512820512822,4.782136932355725,168.0,0.38651818026836565,4.395618752087359
2025-03-25,251,7,2.7888446215139444,4.476964230687633,137.14285714285714,0.31552504511703316,4.1614391855706
2025-03-26,974,21,2.1560574948665296,4.432238758172975,218.42857142857142,0.5025393687332746,3.9296993894397003
2025-03-27,64,0,0.0,2.9855841469614015,216.28571428571428,0.49760928990332104,2.4879748570580804
2025-03-28,58,7,12.068965517241379,4.295643403047644,214.71428571428572,0.4939938987613551,3.801649504286289
2025-03-29,90,3,3.3333333333333335,4.232750321286638,220.0,0.5061547598752407,3.726595561411398
2025-03-30,144,5,3.4722222222222223,3.5859249244612417,237.0,0.545266718592873,3.0406582058683687
2025-03-31,33,1,3.0303030303030303,3.835675174211491,230.57142857142858,0.530476482103012,3.3051986921084793
2025-04-01,218,0,0.0,3.437268799709499,225.85714285714286,0.519630308677114,2.917638491032385
2025-04-02,14,1,7.142857142857143,4.149668749422444,88.71428571428571,0.20410526356008082,3.9455634858623636
2025-04-03,2171,40,1.842468908337172,4.412878593470611,389.7142857142857,0.8966170032075693,3.516261590263042
2025-04-04,333,2,0.6006006006006006,2.7745407482362148,429.0,0.9870017817567194,1.7875389664794954
2025-04-05,153,0,0.0,2.2983502720457385,438.0,1.0077081128425247,1.2906421592032138
2025-04-06,60,2,3.3333333333333335,2.2785090022044687,426.0,0.9800996713947843,1.2984093308096845
2025-04-07,7,0,0.0,1.8456085693040356,422.2857142857143,0.9715542014228646,0.874054367881171
2025-04-08,513,7,1.364522417153996,2.040540343183178,464.42857142857144,1.068512418411953,0.9720279247712249
2025-04-09,25,0,0.0,1.0201321799178718,466.0,1.072127809553919,-0.051995629636047314
2025-04-10,868,50,5.76036866359447,1.5798321449546286,279.85714285714283,0.6438682951919458,0.9359638497626829
2025-04-11,2632,84,3.1914893617021276,1.9499591108262753,608.2857142857143,1.399485043862841,0.5504740669634343
2025-04-12,149,6,4.026845637583893,2.52522277333826,607.7142857142857,1.398170356174853,1.1270524171634069
2025-04-13,393,1,0.2544529262086514,2.085382715177591,655.2857142857143,1.5076181061998242,0.5777646089777668
